value
CCXI UW Equity
CD UW Equity
CDAK UQ Equity
CDAQ UQ Equity
CDEV UR Equity
CDK UW Equity
CDLX UQ Equity
CDMO UR Equity
CDNA UQ Equity
CDNS UW Equity
CDRO UR Equity
CDTX UQ Equity
CDW UW Equity
CDXC UR Equity
CDXS UW Equity
CDZI UQ Equity
CECE UW Equity
CELC UR Equity
CELH UR Equity
CELU UR Equity
CELZ UR Equity
CEMI UR Equity
CENQ UR Equity
CENT UW Equity
CENTA UW Equity
CENX UW Equity
CERE UR Equity
CERN UW Equity
CERS UQ Equity
CERT UW Equity
CETX UR Equity
CEVA UW Equity
CFB UW Equity
CFBK UR Equity
CFFE UR Equity
CFFI UW Equity
CFFN UW Equity
CFIV UR Equity
CFLT UW Equity
CFMS UR Equity
CFRX UR Equity
CFV UR Equity
CFVI UR Equity
CG UW Equity
CGC UW Equity
CGEM UW Equity
CGEN UQ Equity
CGNT UW Equity
CGNX UW Equity
CGRN UR Equity
CGTX UQ Equity
CHCI UR Equity
CHCO UW Equity
CHDN UW Equity
CHEF UW Equity
CHEK UR Equity
CHK UW Equity
CHKP UW Equity
CHMG UW Equity
CHNG UW Equity
CHNR UR Equity
CHPM UR Equity
CHRS UQ Equity
CHRW UW Equity
CHTR UW Equity
CHUY UW Equity
CHWA UR Equity
CHX UW Equity
CIDM UQ Equity
CIFR UW Equity
CIGI UW Equity
CIH UW Equity
CIIG UQ Equity
CINC UQ Equity
CINF UW Equity
CING UR Equity
CIVB UR Equity
CIZN UQ Equity
CJJD UR Equity
CKPT UR Equity
CLAQ UR Equity
CLAR UW Equity
CLAY UR Equity
CLBK UW Equity
CLBS UR Equity
CLBT UW Equity
CLDX UR Equity
CLEU UR Equity
CLFD UQ Equity
CLGN UQ Equity
CLIR UR Equity
CLLS UQ Equity
CLMT UW Equity
CLNE UW Equity
CLNN UR Equity
CLOE UR Equity
CLOV UW Equity
CLPS UQ Equity
CLPT UR Equity
CLRB UR Equity
CLRM UR Equity
CLRO UR Equity
CLSD UQ Equity
CLSK UR Equity
CLSN UR Equity
CLST UR Equity
CLVR UR Equity
CLVS UW Equity
CLWT UR Equity
CLXT UQ Equity
CMAX UW Equity
CMBM UQ Equity
CMCO UW Equity
CMCSA UW Equity
CMCT UQ Equity
CME UW Equity
CMLS UQ Equity
CMMB UR Equity
CMPI UQ Equity
CMPO UQ Equity
CMPR UW Equity
CMPS UW Equity
CMPX UR Equity
CMRX UQ Equity
CMTL UW Equity
CNCE UQ Equity
CNDT UW Equity
CNET UR Equity
CNEY UR Equity
CNFR UQ Equity
CNNB UR Equity
CNOB UW Equity
CNSL UW Equity
CNSP UR Equity
CNTA UW Equity
CNTB UQ Equity
CNTG UQ Equity
CNTQ UR Equity
CNTX UR Equity
CNTY UR Equity
CNXC UW Equity
CNXN UW Equity
COCO UW Equity
COCP UR Equity
CODA UR Equity
CODX UR Equity
COFS UR Equity
COGT UW Equity
COHR UW Equity
COHU UW Equity
COIN UW Equity
COKE UW Equity
COLB UW Equity
COLI UR Equity
COLL UW Equity
COLM UW Equity
COMM UW Equity
COMS UR Equity
CONE UW Equity
CONN UW Equity
CONX UR Equity
COOL UR Equity
COOP UR Equity
CORT UR Equity
COST UW Equity
COUP UW Equity
COVA UR Equity
COWN UW Equity
CPAA UR Equity
CPAR UR Equity
CPHC UQ Equity
CPIX UW Equity
CPLP UW Equity
CPOP UQ Equity
CPRT UW Equity
CPRX UR Equity
CPSH UR Equity
CPSI UW Equity
CPSS UQ Equity
CRAI UW Equity
CRBP UQ Equity
CRBU UW Equity
CRCT UW Equity
CRDF UR Equity
CRDL UR Equity
CREC UQ Equity
CREG UR Equity
CRESY UW Equity
CREX UR Equity
CRIS UQ Equity
CRKN UR Equity
CRMD UQ Equity
CRMT UW Equity
CRNC UW Equity
CRNT UW Equity
CRNX UW Equity
CRON UQ Equity
CROX UW Equity
CRSP UQ Equity
CRSR UW Equity
CRTD UR Equity
CRTO UW Equity
CRTX UW Equity
CRUS UW Equity
CRVL UW Equity
CRVS UQ Equity
CRWD UW Equity
CRWS UR Equity
CRXT UQ Equity
CRZN UR Equity
CSBR UR Equity
CSCO UW Equity
CSCW UR Equity
CSGP UW Equity
CSGS UW Equity
CSII UW Equity
CSIQ UW Equity
CSPI UQ Equity
CSSE UQ Equity
CSTE UW Equity
CSTL UQ Equity
CSTR UW Equity
CSWC UW Equity
CSWI UW Equity
CSX UW Equity
CTAQ UR Equity
CTAS UW Equity
CTBI UW Equity
CTG UW Equity
CTHR UR Equity
CTIB UR Equity
CTIC UR Equity
CTKB UW Equity
CTLP UW Equity
CTMX UW Equity
CTRE UW Equity
CTRM UR Equity
CTRN UW Equity
CTSH UW Equity
CTSO UR Equity
CTXR UR Equity
CTXS UW Equity
CUE UR Equity
CUEN UR Equity
CULL UR Equity
CURI UR Equity
CUTR UW Equity
CVAC UQ Equity
CVBF UW Equity
CVCO UW Equity
CVCY UR Equity
CVET UW Equity
CVGI UW Equity
CVGW UW Equity
CVLG UW Equity
CVLT UW Equity
CVLY UQ Equity
CVRX UW Equity
CVT UQ Equity
CVV UR Equity
CWBC UQ Equity
CWBR UR Equity
CWCO UW Equity
CWST UW Equity
CXDO UR Equity
CYAD UQ Equity
CYAN UR Equity
CYBE UQ Equity
CYBR UW Equity
CYCC UR Equity
CYCN UW Equity
CYN UR Equity
CYRN UR Equity
CYRX UR Equity
CYT UW Equity
CYTH UR Equity
CYTK UW Equity
CYTO UR Equity
CYXT UW Equity
CZNC UR Equity
CZR UW Equity
CZWI UQ Equity
DADA UW Equity
DAIO UR Equity
DAKT UW Equity
DALN UR Equity
DALS UR Equity
DAOO UQ Equity
DARE UR Equity
DATS UR Equity
DAVE UQ Equity
DAWN UW Equity
DBGI UR Equity
DBTX UW Equity
DBVT UW Equity
DBX UW Equity
DCBO UW Equity
DCGO UR Equity
DCOM UW Equity
DCPH UW Equity
DCRD UR Equity
DCRN UR Equity
DCT UW Equity
DCTH UR Equity
DDI UW Equity
DDOG UW Equity
DENN UR Equity
DERM UR Equity
DFFN UR Equity
DFH UW Equity
DGHI UR Equity
DGICA UW Equity
DGICB UW Equity
DGII UW Equity
DGLY UR Equity
DGNU UR Equity
DH UW Equity
DHAC UQ Equity
DHBC UR Equity
DHC UW Equity
DHCA UR Equity
DHHC UR Equity
DHIL UW Equity
DIBS UQ Equity
DICE UQ Equity
DILA UR Equity
DIOD UW Equity
DISA UR Equity
DISCA UW Equity
DISCB UW Equity
DISCK UW Equity
DISH UW Equity
DJCO UR Equity
DKDCA UR Equity
DKNG UW Equity
DLCA UR Equity
DLHC UR Equity
DLO UW Equity
DLPN UR Equity
DLTH UW Equity
DLTR UW Equity
DMAC UR Equity
DMAQ UQ Equity
DMLP UW Equity
DMRC UW Equity
DMTK UR Equity
DNAA UR Equity
DNAB UR Equity
DNAC UR Equity
DNAD UR Equity
DNAY UW Equity
DNLI UW Equity
DNUT UW Equity
DOCU UW Equity
DOGZ UQ Equity
DOMO UQ Equity
DOOO UW Equity
DORM UW Equity
DOX UW Equity
DOYU UW Equity
DPCS UQ Equity
DPRO UR Equity
DRAY UR Equity
DRIO UR Equity
DRMA UR Equity
DRRX UR Equity
DRTT UW Equity
DRUG UR Equity
DRVN UW Equity
DSAC UR Equity
DSEY UW Equity
DSGN UW Equity
DSGX UW Equity
DSKE UR Equity
DSP UW Equity
DSWL UQ Equity
DTEA UQ Equity
DTIL UW Equity
DTOC UR Equity
DTRT UR Equity
DTSS UR Equity
DTST UR Equity
DUNE UR Equity
DUO UQ Equity
DUOL UW Equity
DUOT UR Equity
DVAX UR Equity
DWAC UQ Equity
DWSN UW Equity
DXCM UW Equity
DXLG UQ Equity
DXPE UW Equity
DXYN UQ Equity
DYAI UR Equity
DYN UW Equity
DYNS UR Equity
DYNT UR Equity
DZSI UR Equity
EA UW Equity
EAC UR Equity
EAR UW Equity
EAST UR Equity
EBAC UR Equity
EBAY UW Equity
EBC UW Equity
EBET UR Equity
EBIX UW Equity
EBMT UQ Equity
EBON UW Equity
EBTC UW Equity
ECOL UW Equity
ECOR UW Equity
ECPG UW Equity
EDAP UQ Equity
EDIT UW Equity
EDNC UR Equity
EDRY UR Equity
EDSA UR Equity
EDTK UR Equity
EDTX UR Equity
EDUC UQ Equity
EEFT UW Equity
EEIQ UR Equity
EFOI UR Equity
EFSC UW Equity
EFTR UR Equity
EGAN UR Equity
EGBN UR Equity
EGLE UW Equity
EGLX UW Equity
EGRX UQ Equity
EH UQ Equity
EHTH UW Equity
EIGR UQ Equity
EJFA UR Equity
EJH UR Equity
EKSO UR Equity
ELDN UR Equity
ELEV UW Equity
ELMS UW Equity
ELOX UQ Equity
ELSE UR Equity
ELTK UR Equity
ELYM UQ Equity
ELYS UR Equity
EM UW Equity
EMBK UQ Equity
EMCF UR Equity
EMKR UQ Equity
EML UQ Equity
ENCP UQ Equity
ENDP UW Equity
ENER UQ Equity
ENG UR Equity
ENJY UQ Equity
ENLV UR Equity
ENNV UR Equity
ENOB UR Equity
ENPH UQ Equity
ENSC UR Equity
ENSG UW Equity
ENTA UW Equity
ENTF UQ Equity
ENTG UW Equity
ENTX UR Equity
ENVB UR Equity
ENVI UR Equity
ENVX UW Equity
EOLS UQ Equity
EOSE UR Equity
EPAY UW Equity
EPHY UR Equity
EPIX UR Equity
EPSN UQ Equity
EPZM UW Equity
EQ UQ Equity
EQBK UW Equity
EQIX UW Equity
EQOS UR Equity
EQRX UQ Equity
ERAS UW Equity
ERES UR Equity
ERIC UW Equity
ERIE UW Equity
ERII UW Equity
ERYP UW Equity
ESAC UQ Equity
ESBK UR Equity
ESCA UQ Equity
ESEA UR Equity
ESGR UW Equity
ESLT UW Equity
ESPR UQ Equity
ESQ UR Equity
ESSA UW Equity
ESSC UR Equity
ESTA UR Equity
ETAC UR Equity
ETNB UQ Equity
ETON UQ Equity
ETSY UW Equity
ETTX UQ Equity
EUCR UR Equity
EVAX UR Equity
EVBG UQ Equity
EVCM UW Equity
EVER UQ Equity
EVFM UR Equity
EVGN UQ Equity
EVGO UW Equity
EVK UQ Equity
EVLO UW Equity
EVLV UR Equity
EVO UW Equity
EVOJ UR Equity
EVOK UR Equity
EVOL UR Equity
EVOP UQ Equity
EWBC UW Equity
EWCZ UW Equity
EWTX UW Equity
EXAI UW Equity
EXAS UR Equity
EXC UW Equity
EXEL UW Equity
EXFY UW Equity
EXLS UW Equity
EXPD UW Equity
EXPE UW Equity
EXPI UQ Equity
EXPO UW Equity
EXTR UW Equity
EYE UW Equity
EYEN UR Equity
EYES UR Equity
EYPT UQ Equity
EZFL UR Equity
EZGO UR Equity
EZPW UW Equity
FA UW Equity
FAMI UR Equity
FANG UW Equity
FANH UW Equity
FARM UW Equity
FARO UW Equity
FAST UW Equity
FAT UR Equity
FATBB UR Equity
FATE UQ Equity
FATP UQ Equity
FB UW Equity
FBIO UR Equity
FBIZ UW Equity
FBMS UQ Equity
FBNC UW Equity
FBRX UR Equity
FCAP UR Equity
FCBC UW Equity
FCCO UR Equity
FCEL UQ Equity
FCFS UW Equity
FCNCA UW Equity
FCUV UR Equity
FDBC UQ Equity
FDMT UW Equity
FEIM UQ Equity
FELE UW Equity
FEMY UR Equity
FENC UR Equity
FFBC UW Equity
FFBW UR Equity
FFHL UR Equity
FFIC UW Equity
FFIE UQ Equity
FFIN UW Equity
FFIV UW Equity
FFNW UW Equity
FFWM UQ Equity
FGBI UQ Equity
FGEN UW Equity
FGF UQ Equity
FHB UW Equity
FHLT UR Equity
FHTX UQ Equity
FIAC UQ Equity
FIBK UW Equity
FICV UR Equity
FINM UR Equity
FINW UQ Equity
FISI UW Equity
FISV UW Equity
FITB UW Equity
FIVE UW Equity
FIVN UQ Equity
FIXX UW Equity
FIZZ UW Equity
FKWL UR Equity
FLAC UR Equity
FLDM UW Equity
FLEX UW Equity
FLGC UR Equity
FLGT UQ Equity
FLIC UR Equity
FLL UR Equity
FLMN UR Equity
FLNC UW Equity
FLNT UQ Equity
FLUX UR Equity
FLWS UW Equity
FLXS UW Equity
FLYW UW Equity
FMAO UR Equity
FMBH UQ Equity
FMBI UW Equity
FMIV UR Equity
FMNB UR Equity
FMTX UQ Equity
FNCB UR Equity
FNCH UW Equity
FNGR UR Equity
FNHC UQ Equity
FNKO UW Equity
FNLC UW Equity
FNVT UQ Equity
FNWB UQ Equity
FNWD UR Equity
FOCS UW Equity
FOLD UQ Equity
FONR UR Equity
FORA UR Equity
FORD UR Equity
FORM UW Equity
FORR UW Equity
FORTY UW Equity
FOSL UW Equity
FOUN UQ Equity
FOX UW Equity
FOXA UW Equity
FOXF UW Equity
FOXW UR Equity
FPAY UR Equity
FRAF UR Equity
FRBA UQ Equity
FRBK UQ Equity
FREE UR Equity
FREQ UW Equity
FRG UQ Equity
FRGI UW Equity
FRHC UR Equity
FRLA UQ Equity
FRLN UW Equity
FRME UW Equity
FROG UW Equity
FRON UR Equity
FRPH UW Equity
FRPT UQ Equity
FRSG UR Equity
FRSH UW Equity
FRST UQ Equity
FRSX UR Equity
FRTA UW Equity
FRW UR Equity
FSBC UW Equity
FSBW UR Equity
FSEA UR Equity
FSFG UR Equity
FSLR UW Equity
FSRX UR Equity
FSSI UR Equity
FSTR UW Equity
FSTX UR Equity
FSV UW Equity
FTAA UR Equity
FTCI UQ Equity
FTCV UR Equity
FTDR UW Equity
FTEK UR Equity
FTFT UR Equity
FTHM UR Equity
FTNT UW Equity
FTPA UR Equity
FTRP UW Equity
FTVI UR Equity
FULC UQ Equity
FULT UW Equity
FUNC UW Equity
FUSB UR Equity
FUSN UW Equity
FUTU UQ Equity
FUV UQ Equity
FVAM UR Equity
FVCB UR Equity
FVE UR Equity
FWAC UR Equity
FWBI UR Equity
FWONA UW Equity
FWONK UW Equity
FWP UR Equity
FWRD UW Equity
FWRG UW Equity
FXCO UQ Equity
FXNC UR Equity
FYBR UW Equity
GABC UW Equity
GACQ UR Equity
GAIA UQ Equity
GALT UR Equity
GAMB UQ Equity
GAMC UR Equity
GAME UR Equity
GAN UR Equity
GANX UQ Equity
GASS UW Equity
GATE UQ Equity
GBIO UW Equity
GBNH UR Equity
GBNY UR Equity
GBOX UR Equity
GBRG UR Equity
GBS UQ Equity
GBT UW Equity
GCAC UR Equity
GCBC UR Equity
GCMG UQ Equity
GDEN UQ Equity
GDEV UQ Equity
GDRX UW Equity
GDS UQ Equity
GDYN UR Equity
GEG UW Equity
GENC UQ Equity
GENE UR Equity
GEOS UW Equity
GERN UW Equity
GET UW Equity
GEVO UR Equity
GFAI UR Equity
GFED UQ Equity
GFS UW Equity
GGAL UR Equity
GGGV UR Equity
GGMC UR Equity
GGPI UR Equity
GH UW Equity
GHAC UR Equity
GHRS UQ Equity
GHSI UR Equity
GIAC UQ Equity
GIFI UW Equity
GIGM UR Equity
GIII UW Equity
GIIX UR Equity
GILD UW Equity
GILT UW Equity
GIPR UR Equity
GIW UR Equity
GLAQ UR Equity
GLBE UW Equity
GLBL UR Equity
GLBS UR Equity
GLBZ UR Equity
GLDD UW Equity
GLEE UR Equity
GLG UR Equity
GLHA UR Equity
GLLI UQ Equity
GLMD UR Equity
GLNG UW Equity
GLPG UW Equity
GLPI UW Equity
GLRE UW Equity
GLSI UR Equity
GLTO UW Equity
GLUE UW Equity
GLYC UQ Equity
GMAB UW Equity
GMBL UR Equity
GMBT UR Equity
GMDA UQ Equity
GMII UR Equity
GMTX UQ Equity
GMVD UR Equity
GNAC UR Equity
GNCA UR Equity
GNFT UW Equity
GNLN UQ Equity
