date,SPX Index
8/23/2021,4479.53
8/24/2021,4486.23
8/25/2021,4496.19
8/26/2021,4470
8/27/2021,4509.37
8/30/2021,4528.79
8/31/2021,4522.68
9/1/2021,4524.09
9/2/2021,4536.95
9/3/2021,4535.43
9/7/2021,4520.03
9/8/2021,4514.07
9/9/2021,4493.28
9/10/2021,4458.58
9/13/2021,4468.73
9/14/2021,4443.05
9/15/2021,4480.7
9/16/2021,4473.75
9/17/2021,4432.99
9/20/2021,4357.73
9/21/2021,4354.19
9/22/2021,4395.64
9/23/2021,4448.98
9/24/2021,4455.48
9/27/2021,4443.11
9/28/2021,4352.63
9/29/2021,4359.46
9/30/2021,4307.54
10/1/2021,4357.04
10/4/2021,4300.46
10/5/2021,4345.72
10/6/2021,4363.55
10/7/2021,4399.76
10/8/2021,4391.34
10/11/2021,4361.19
10/12/2021,4350.65
10/13/2021,4363.8
10/14/2021,4438.26
10/15/2021,4471.37
10/18/2021,4486.46
10/19/2021,4519.63
10/20/2021,4536.19
10/21/2021,4549.78
10/22/2021,4544.9
10/25/2021,4566.48
10/26/2021,4574.79
10/27/2021,4551.68
10/28/2021,4596.42
10/29/2021,4605.38
11/1/2021,4613.67
11/2/2021,4630.65
11/3/2021,4660.57
11/4/2021,4680.06
11/5/2021,4697.53
11/8/2021,4701.7
11/9/2021,4685.25
11/10/2021,4646.71
11/11/2021,4649.27
11/12/2021,4682.85
11/15/2021,4682.8
11/16/2021,4700.9
11/17/2021,4688.67
11/18/2021,4704.54
11/19/2021,4697.96
11/22/2021,4682.94
11/23/2021,4690.7
11/24/2021,4701.46
11/26/2021,4594.62
11/29/2021,4655.27
11/30/2021,4567
12/1/2021,4513.04
12/2/2021,4577.1
12/3/2021,4538.43
12/6/2021,4591.67
12/7/2021,4686.75
12/8/2021,4701.21
12/9/2021,4667.45
12/10/2021,4712.02
12/13/2021,4668.97
12/14/2021,4634.09
12/15/2021,4709.85
12/16/2021,4668.67
12/17/2021,4620.64
12/20/2021,4568.02
12/21/2021,4649.23
12/22/2021,4696.56
12/23/2021,4725.79
12/27/2021,4791.19
12/28/2021,4786.35
12/29/2021,4793.06
12/30/2021,4778.73
12/31/2021,4766.18
1/3/2022,4796.56
1/4/2022,4793.54
1/5/2022,4700.58
1/6/2022,4696.05
1/7/2022,4677.03
1/10/2022,4670.29
1/11/2022,4713.07
1/12/2022,4726.35
1/13/2022,4659.03
1/14/2022,4662.85
1/18/2022,4577.11
1/19/2022,4532.76
1/20/2022,4482.73
1/21/2022,4397.94
1/24/2022,4410.13
1/25/2022,4356.45
1/26/2022,4349.93
1/27/2022,4326.51
1/28/2022,4431.85
1/31/2022,4515.55
2/1/2022,4546.54
2/2/2022,4589.38
2/3/2022,4477.44
2/4/2022,4500.53
2/7/2022,4483.87
2/8/2022,4521.54
2/9/2022,4587.18
2/10/2022,4504.08
2/11/2022,4418.64
2/14/2022,4401.67
2/15/2022,4471.07
2/16/2022,4475.01
2/17/2022,4380.26
2/18/2022,4348.87
2/22/2022,4304.76
2/23/2022,4225.5
2/24/2022,4288.7
2/25/2022,4384.65
2/28/2022,4373.94
3/1/2022,4306.26
3/2/2022,4386.54
3/3/2022,4363.49
3/4/2022,4328.87
3/7/2022,4201.09
3/8/2022,4170.7
3/9/2022,4277.88
3/10/2022,4259.52
3/11/2022,4204.31
3/14/2022,4173.11
3/15/2022,4262.45
3/16/2022,4357.86
3/17/2022,4411.67
3/18/2022,4463.12
3/21/2022,4461.18
3/22/2022,4511.61
3/23/2022,4456.24
3/24/2022,4520.16
3/25/2022,4543.06
3/28/2022,4575.52
3/29/2022,4631.6
3/30/2022,4602.45
3/31/2022,4530.41
4/1/2022,4545.86
4/4/2022,4582.64
4/5/2022,4525.12
4/6/2022,4481.15
4/7/2022,4500.21
4/8/2022,4488.28
4/11/2022,4412.53
4/12/2022,4397.45
4/13/2022,4446.59
4/14/2022,4392.59
4/18/2022,4391.69
4/19/2022,4462.21
4/20/2022,4459.45
4/21/2022,4393.66
4/22/2022,4271.78
4/25/2022,4296.12
4/26/2022,4175.2
4/27/2022,4183.96
4/28/2022,4278.04
